INDEX_RC;LOCAL_XI;SCALE_ALPHA;SHAPE_KAPPA;KOUT_1_THETA;KOUT_2_ETA
286086;-99,9;-99,9;-99,9;-99,9;-99,9
286087;-99,9;-99,9;-99,9;-99,9;-99,9
286088;-99,9;-99,9;-99,9;-99,9;-99,9
286089;-99,9;-99,9;-99,9;-99,9;-99,9
286090;-99,9;-99,9;-99,9;-99,9;-99,9
286091;-99,9;-99,9;-99,9;-99,9;-99,9
286092;-99,9;-99,9;-99,9;-99,9;-99,9
286093;-99,9;-99,9;-99,9;-99,9;-99,9
286094;-99,9;-99,9;-99,9;-99,9;-99,9
286095;-99,9;-99,9;-99,9;-99,9;-99,9
286096;-99,9;-99,9;-99,9;-99,9;-99,9
286097;-99,9;-99,9;-99,9;-99,9;-99,9
286098;-99,9;-99,9;-99,9;-99,9;-99,9
286099;-99,9;-99,9;-99,9;-99,9;-99,9
286100;-99,9;-99,9;-99,9;-99,9;-99,9
286101;-99,9;-99,9;-99,9;-99,9;-99,9
286102;-99,9;-99,9;-99,9;-99,9;-99,9
286103;-99,9;-99,9;-99,9;-99,9;-99,9
286104;-99,9;-99,9;-99,9;-99,9;-99,9
286105;-99,9;-99,9;-99,9;-99,9;-99,9
286106;-99,9;-99,9;-99,9;-99,9;-99,9
286107;-99,9;-99,9;-99,9;-99,9;-99,9
286108;-99,9;-99,9;-99,9;-99,9;-99,9
286109;-99,9;-99,9;-99,9;-99,9;-99,9
286110;-99,9;-99,9;-99,9;-99,9;-99,9
286111;-99,9;-99,9;-99,9;-99,9;-99,9
286112;-99,9;-99,9;-99,9;-99,9;-99,9
286113;-99,9;-99,9;-99,9;-99,9;-99,9
286114;-99,9;-99,9;-99,9;-99,9;-99,9
286115;-99,9;-99,9;-99,9;-99,9;-99,9
286116;-99,9;-99,9;-99,9;-99,9;-99,9
286117;-99,9;-99,9;-99,9;-99,9;-99,9
286118;-99,9;-99,9;-99,9;-99,9;-99,9
286119;-99,9;-99,9;-99,9;-99,9;-99,9
286120;-99,9;-99,9;-99,9;-99,9;-99,9
286121;-99,9;-99,9;-99,9;-99,9;-99,9
286122;-99,9;-99,9;-99,9;-99,9;-99,9
286123;-99,9;-99,9;-99,9;-99,9;-99,9
286124;-99,9;-99,9;-99,9;-99,9;-99,9
286125;-99,9;-99,9;-99,9;-99,9;-99,9
286126;-99,9;-99,9;-99,9;-99,9;-99,9
286127;-99,9;-99,9;-99,9;-99,9;-99,9
286128;-99,9;-99,9;-99,9;-99,9;-99,9
286129;-99,9;-99,9;-99,9;-99,9;-99,9
286130;-99,9;-99,9;-99,9;-99,9;-99,9
286131;-99,9;-99,9;-99,9;-99,9;-99,9
286132;-99,9;-99,9;-99,9;-99,9;-99,9
286133;-99,9;-99,9;-99,9;-99,9;-99,9
286134;-99,9;-99,9;-99,9;-99,9;-99,9
286135;-99,9;-99,9;-99,9;-99,9;-99,9
286136;-99,9;-99,9;-99,9;-99,9;-99,9
286137;-99,9;-99,9;-99,9;-99,9;-99,9
286138;-99,9;-99,9;-99,9;-99,9;-99,9
286139;-99,9;-99,9;-99,9;-99,9;-99,9
286140;-99,9;-99,9;-99,9;-99,9;-99,9
286141;-99,9;-99,9;-99,9;-99,9;-99,9
286142;-99,9;-99,9;-99,9;-99,9;-99,9
286143;-99,9;-99,9;-99,9;-99,9;-99,9
286144;-99,9;-99,9;-99,9;-99,9;-99,9
286145;-99,9;-99,9;-99,9;-99,9;-99,9
286146;-99,9;-99,9;-99,9;-99,9;-99,9
286147;-99,9;-99,9;-99,9;-99,9;-99,9
286148;-99,9;-99,9;-99,9;-99,9;-99,9
286149;-99,9;-99,9;-99,9;-99,9;-99,9
286150;-99,9;-99,9;-99,9;-99,9;-99,9
286151;-99,9;-99,9;-99,9;-99,9;-99,9
286152;-99,9;-99,9;-99,9;-99,9;-99,9
286153;-99,9;-99,9;-99,9;-99,9;-99,9
286154;-99,9;-99,9;-99,9;-99,9;-99,9
286155;-99,9;-99,9;-99,9;-99,9;-99,9
286156;-99,9;-99,9;-99,9;-99,9;-99,9
286157;-99,9;-99,9;-99,9;-99,9;-99,9
286158;-99,9;-99,9;-99,9;-99,9;-99,9
286159;-99,9;-99,9;-99,9;-99,9;-99,9
286160;-99,9;-99,9;-99,9;-99,9;-99,9
286161;-99,9;-99,9;-99,9;-99,9;-99,9
286162;-99,9;-99,9;-99,9;-99,9;-99,9
286163;-99,9;-99,9;-99,9;-99,9;-99,9
286164;-99,9;-99,9;-99,9;-99,9;-99,9
286165;-99,9;-99,9;-99,9;-99,9;-99,9
286166;-99,9;-99,9;-99,9;-99,9;-99,9
286167;-99,9;-99,9;-99,9;-99,9;-99,9
286168;-99,9;-99,9;-99,9;-99,9;-99,9
286169;-99,9;-99,9;-99,9;-99,9;-99,9
286170;-99,9;-99,9;-99,9;-99,9;-99,9
286171;-99,9;-99,9;-99,9;-99,9;-99,9
286172;-99,9;-99,9;-99,9;-99,9;-99,9
286173;-99,9;-99,9;-99,9;-99,9;-99,9
286174;-99,9;-99,9;-99,9;-99,9;-99,9
286175;-99,9;-99,9;-99,9;-99,9;-99,9
286176;-99,9;-99,9;-99,9;-99,9;-99,9
286177;-99,9;-99,9;-99,9;-99,9;-99,9
286178;-99,9;-99,9;-99,9;-99,9;-99,9
286179;-99,9;-99,9;-99,9;-99,9;-99,9
286180;-99,9;-99,9;-99,9;-99,9;-99,9
286181;-99,9;-99,9;-99,9;-99,9;-99,9
286182;-99,9;-99,9;-99,9;-99,9;-99,9
286183;-99,9;-99,9;-99,9;-99,9;-99,9
286184;-99,9;-99,9;-99,9;-99,9;-99,9
286185;-99,9;-99,9;-99,9;-99,9;-99,9
286186;-99,9;-99,9;-99,9;-99,9;-99,9
286187;-99,9;-99,9;-99,9;-99,9;-99,9
286188;-99,9;-99,9;-99,9;-99,9;-99,9
286189;-99,9;-99,9;-99,9;-99,9;-99,9
286190;-99,9;-99,9;-99,9;-99,9;-99,9
286191;-99,9;-99,9;-99,9;-99,9;-99,9
286192;-99,9;-99,9;-99,9;-99,9;-99,9
286193;-99,9;-99,9;-99,9;-99,9;-99,9
286194;-99,9;-99,9;-99,9;-99,9;-99,9
286195;-99,9;-99,9;-99,9;-99,9;-99,9
286196;-99,9;-99,9;-99,9;-99,9;-99,9
286197;-99,9;-99,9;-99,9;-99,9;-99,9
286198;-99,9;-99,9;-99,9;-99,9;-99,9
286199;-99,9;-99,9;-99,9;-99,9;-99,9
286200;-99,9;-99,9;-99,9;-99,9;-99,9
286201;-99,9;-99,9;-99,9;-99,9;-99,9
286202;-99,9;-99,9;-99,9;-99,9;-99,9
286203;-99,9;-99,9;-99,9;-99,9;-99,9
286204;-99,9;-99,9;-99,9;-99,9;-99,9
286205;-99,9;-99,9;-99,9;-99,9;-99,9
286206;-99,9;-99,9;-99,9;-99,9;-99,9
286207;-99,9;-99,9;-99,9;-99,9;-99,9
286208;-99,9;-99,9;-99,9;-99,9;-99,9
286209;-99,9;-99,9;-99,9;-99,9;-99,9
286210;-99,9;-99,9;-99,9;-99,9;-99,9
286211;-99,9;-99,9;-99,9;-99,9;-99,9
286212;-99,9;-99,9;-99,9;-99,9;-99,9
286213;-99,9;-99,9;-99,9;-99,9;-99,9
286214;-99,9;-99,9;-99,9;-99,9;-99,9
286215;-99,9;-99,9;-99,9;-99,9;-99,9
286216;-99,9;-99,9;-99,9;-99,9;-99,9
286217;-99,9;-99,9;-99,9;-99,9;-99,9
286218;-99,9;-99,9;-99,9;-99,9;-99,9
286219;-99,9;-99,9;-99,9;-99,9;-99,9
286220;-99,9;-99,9;-99,9;-99,9;-99,9
286221;-99,9;-99,9;-99,9;-99,9;-99,9
286222;-99,9;-99,9;-99,9;-99,9;-99,9
286223;-99,9;-99,9;-99,9;-99,9;-99,9
286224;-99,9;-99,9;-99,9;-99,9;-99,9
286225;-99,9;-99,9;-99,9;-99,9;-99,9
286226;-99,9;-99,9;-99,9;-99,9;-99,9
286227;-99,9;-99,9;-99,9;-99,9;-99,9
286228;-99,9;-99,9;-99,9;-99,9;-99,9
286229;-99,9;-99,9;-99,9;-99,9;-99,9
286230;-99,9;-99,9;-99,9;-99,9;-99,9
286231;-99,9;-99,9;-99,9;-99,9;-99,9
286232;-99,9;-99,9;-99,9;-99,9;-99,9
286233;-99,9;-99,9;-99,9;-99,9;-99,9
286234;-99,9;-99,9;-99,9;-99,9;-99,9
286235;-99,9;-99,9;-99,9;-99,9;-99,9
286236;-99,9;-99,9;-99,9;-99,9;-99,9
286237;-99,9;-99,9;-99,9;-99,9;-99,9
286238;-99,9;-99,9;-99,9;-99,9;-99,9
286239;-99,9;-99,9;-99,9;-99,9;-99,9
286240;-99,9;-99,9;-99,9;-99,9;-99,9
286241;-99,9;-99,9;-99,9;-99,9;-99,9
286242;-99,9;-99,9;-99,9;-99,9;-99,9
286243;-99,9;-99,9;-99,9;-99,9;-99,9
286244;-99,9;-99,9;-99,9;-99,9;-99,9
286245;-99,9;-99,9;-99,9;-99,9;-99,9
286246;-99,9;-99,9;-99,9;-99,9;-99,9
286247;-99,9;-99,9;-99,9;-99,9;-99,9
286248;-99,9;-99,9;-99,9;-99,9;-99,9
286249;-99,9;-99,9;-99,9;-99,9;-99,9
286250;-99,9;-99,9;-99,9;-99,9;-99,9
286251;-99,9;-99,9;-99,9;-99,9;-99,9
286252;-99,9;-99,9;-99,9;-99,9;-99,9
286253;-99,9;-99,9;-99,9;-99,9;-99,9
286254;-99,9;-99,9;-99,9;-99,9;-99,9
286255;-99,9;-99,9;-99,9;-99,9;-99,9
286256;-99,9;-99,9;-99,9;-99,9;-99,9
286257;-99,9;-99,9;-99,9;-99,9;-99,9
286258;-99,9;-99,9;-99,9;-99,9;-99,9
286259;-99,9;-99,9;-99,9;-99,9;-99,9
286260;-99,9;-99,9;-99,9;-99,9;-99,9
286261;-99,9;-99,9;-99,9;-99,9;-99,9
286262;-99,9;-99,9;-99,9;-99,9;-99,9
286263;-99,9;-99,9;-99,9;-99,9;-99,9
286264;-99,9;-99,9;-99,9;-99,9;-99,9
286265;-99,9;-99,9;-99,9;-99,9;-99,9
286266;-99,9;-99,9;-99,9;-99,9;-99,9
286267;-99,9;-99,9;-99,9;-99,9;-99,9
286268;-99,9;-99,9;-99,9;-99,9;-99,9
286269;-99,9;-99,9;-99,9;-99,9;-99,9
286270;-99,9;-99,9;-99,9;-99,9;-99,9
286271;-99,9;-99,9;-99,9;-99,9;-99,9
286272;-99,9;-99,9;-99,9;-99,9;-99,9
286273;-99,9;-99,9;-99,9;-99,9;-99,9
286274;-99,9;-99,9;-99,9;-99,9;-99,9
286275;-99,9;-99,9;-99,9;-99,9;-99,9
286276;-99,9;-99,9;-99,9;-99,9;-99,9
286277;-99,9;-99,9;-99,9;-99,9;-99,9
286278;-99,9;-99,9;-99,9;-99,9;-99,9
286279;-99,9;-99,9;-99,9;-99,9;-99,9
286280;-99,9;-99,9;-99,9;-99,9;-99,9
286281;-99,9;-99,9;-99,9;-99,9;-99,9
286282;-99,9;-99,9;-99,9;-99,9;-99,9
286283;-99,9;-99,9;-99,9;-99,9;-99,9
286284;-99,9;-99,9;-99,9;-99,9;-99,9
286285;-99,9;-99,9;-99,9;-99,9;-99,9
286286;-99,9;-99,9;-99,9;-99,9;-99,9
286287;-99,9;-99,9;-99,9;-99,9;-99,9
286288;-99,9;-99,9;-99,9;-99,9;-99,9
286289;-99,9;-99,9;-99,9;-99,9;-99,9
286290;-99,9;-99,9;-99,9;-99,9;-99,9
286291;-99,9;-99,9;-99,9;-99,9;-99,9
286292;-99,9;-99,9;-99,9;-99,9;-99,9
286293;-99,9;-99,9;-99,9;-99,9;-99,9
286294;-99,9;-99,9;-99,9;-99,9;-99,9
286295;-99,9;-99,9;-99,9;-99,9;-99,9
286296;-99,9;-99,9;-99,9;-99,9;-99,9
286297;-99,9;-99,9;-99,9;-99,9;-99,9
286298;-99,9;-99,9;-99,9;-99,9;-99,9
286299;-99,9;-99,9;-99,9;-99,9;-99,9
287000;-99,9;-99,9;-99,9;-99,9;-99,9
287001;-99,9;-99,9;-99,9;-99,9;-99,9
287002;-99,9;-99,9;-99,9;-99,9;-99,9
287003;-99,9;-99,9;-99,9;-99,9;-99,9
287004;-99,9;-99,9;-99,9;-99,9;-99,9
287005;-99,9;-99,9;-99,9;-99,9;-99,9
287006;-99,9;-99,9;-99,9;-99,9;-99,9
287007;-99,9;-99,9;-99,9;-99,9;-99,9
287008;-99,9;-99,9;-99,9;-99,9;-99,9
287009;-99,9;-99,9;-99,9;-99,9;-99,9
287010;-99,9;-99,9;-99,9;-99,9;-99,9
287011;-99,9;-99,9;-99,9;-99,9;-99,9
287012;-99,9;-99,9;-99,9;-99,9;-99,9
287013;-99,9;-99,9;-99,9;-99,9;-99,9
287014;-99,9;-99,9;-99,9;-99,9;-99,9
287015;-99,9;-99,9;-99,9;-99,9;-99,9
287016;-99,9;-99,9;-99,9;-99,9;-99,9
287017;-99,9;-99,9;-99,9;-99,9;-99,9
287018;-99,9;-99,9;-99,9;-99,9;-99,9
287019;-99,9;-99,9;-99,9;-99,9;-99,9
287020;-99,9;-99,9;-99,9;-99,9;-99,9
287021;-99,9;-99,9;-99,9;-99,9;-99,9
287022;-99,9;-99,9;-99,9;-99,9;-99,9
287023;-99,9;-99,9;-99,9;-99,9;-99,9
287024;-99,9;-99,9;-99,9;-99,9;-99,9
287025;-99,9;-99,9;-99,9;-99,9;-99,9
287026;-99,9;-99,9;-99,9;-99,9;-99,9
287027;-99,9;-99,9;-99,9;-99,9;-99,9
287028;-99,9;-99,9;-99,9;-99,9;-99,9
287029;-99,9;-99,9;-99,9;-99,9;-99,9
287030;-99,9;-99,9;-99,9;-99,9;-99,9
287031;-99,9;-99,9;-99,9;-99,9;-99,9
287032;-99,9;-99,9;-99,9;-99,9;-99,9
287033;-99,9;-99,9;-99,9;-99,9;-99,9
287034;-99,9;-99,9;-99,9;-99,9;-99,9
287035;-99,9;-99,9;-99,9;-99,9;-99,9
287036;-99,9;-99,9;-99,9;-99,9;-99,9
287037;-99,9;-99,9;-99,9;-99,9;-99,9
287038;-99,9;-99,9;-99,9;-99,9;-99,9
287039;-99,9;-99,9;-99,9;-99,9;-99,9
287040;-99,9;-99,9;-99,9;-99,9;-99,9
287041;-99,9;-99,9;-99,9;-99,9;-99,9
287042;-99,9;-99,9;-99,9;-99,9;-99,9
287043;-99,9;-99,9;-99,9;-99,9;-99,9
287044;-99,9;-99,9;-99,9;-99,9;-99,9
287045;-99,9;-99,9;-99,9;-99,9;-99,9
287046;-99,9;-99,9;-99,9;-99,9;-99,9
287047;-99,9;-99,9;-99,9;-99,9;-99,9
287048;-99,9;-99,9;-99,9;-99,9;-99,9
287049;-99,9;-99,9;-99,9;-99,9;-99,9
287050;-99,9;-99,9;-99,9;-99,9;-99,9
287051;-99,9;-99,9;-99,9;-99,9;-99,9
287052;-99,9;-99,9;-99,9;-99,9;-99,9
287053;-99,9;-99,9;-99,9;-99,9;-99,9
287054;-99,9;-99,9;-99,9;-99,9;-99,9
287055;-99,9;-99,9;-99,9;-99,9;-99,9
287056;-99,9;-99,9;-99,9;-99,9;-99,9
287057;-99,9;-99,9;-99,9;-99,9;-99,9
287058;-99,9;-99,9;-99,9;-99,9;-99,9
287059;-99,9;-99,9;-99,9;-99,9;-99,9
287060;-99,9;-99,9;-99,9;-99,9;-99,9
287061;-99,9;-99,9;-99,9;-99,9;-99,9
287062;-99,9;-99,9;-99,9;-99,9;-99,9
287063;-99,9;-99,9;-99,9;-99,9;-99,9
287064;-99,9;-99,9;-99,9;-99,9;-99,9
287065;-99,9;-99,9;-99,9;-99,9;-99,9
287066;-99,9;-99,9;-99,9;-99,9;-99,9
287067;-99,9;-99,9;-99,9;-99,9;-99,9
287068;-99,9;-99,9;-99,9;-99,9;-99,9
287069;-99,9;-99,9;-99,9;-99,9;-99,9
287070;-99,9;-99,9;-99,9;-99,9;-99,9
287071;-99,9;-99,9;-99,9;-99,9;-99,9
287072;-99,9;-99,9;-99,9;-99,9;-99,9
287073;-99,9;-99,9;-99,9;-99,9;-99,9
287074;-99,9;-99,9;-99,9;-99,9;-99,9
287075;-99,9;-99,9;-99,9;-99,9;-99,9
287076;-99,9;-99,9;-99,9;-99,9;-99,9
287077;-99,9;-99,9;-99,9;-99,9;-99,9
287078;-99,9;-99,9;-99,9;-99,9;-99,9
287079;-99,9;-99,9;-99,9;-99,9;-99,9
287080;-99,9;-99,9;-99,9;-99,9;-99,9
287081;-99,9;-99,9;-99,9;-99,9;-99,9
287082;-99,9;-99,9;-99,9;-99,9;-99,9
287083;-99,9;-99,9;-99,9;-99,9;-99,9
287084;-99,9;-99,9;-99,9;-99,9;-99,9
287085;-99,9;-99,9;-99,9;-99,9;-99,9
287086;-99,9;-99,9;-99,9;-99,9;-99,9
287087;-99,9;-99,9;-99,9;-99,9;-99,9
287088;-99,9;-99,9;-99,9;-99,9;-99,9
287089;-99,9;-99,9;-99,9;-99,9;-99,9
287090;-99,9;-99,9;-99,9;-99,9;-99,9
287091;-99,9;-99,9;-99,9;-99,9;-99,9
287092;-99,9;-99,9;-99,9;-99,9;-99,9
287093;-99,9;-99,9;-99,9;-99,9;-99,9
287094;-99,9;-99,9;-99,9;-99,9;-99,9
287095;-99,9;-99,9;-99,9;-99,9;-99,9
287096;-99,9;-99,9;-99,9;-99,9;-99,9
287097;-99,9;-99,9;-99,9;-99,9;-99,9
287098;-99,9;-99,9;-99,9;-99,9;-99,9
287099;-99,9;-99,9;-99,9;-99,9;-99,9
287100;-99,9;-99,9;-99,9;-99,9;-99,9
287101;-99,9;-99,9;-99,9;-99,9;-99,9
287102;-99,9;-99,9;-99,9;-99,9;-99,9
287103;-99,9;-99,9;-99,9;-99,9;-99,9
287104;-99,9;-99,9;-99,9;-99,9;-99,9
287105;-99,9;-99,9;-99,9;-99,9;-99,9
287106;-99,9;-99,9;-99,9;-99,9;-99,9
287107;-99,9;-99,9;-99,9;-99,9;-99,9
287108;-99,9;-99,9;-99,9;-99,9;-99,9
287109;-99,9;-99,9;-99,9;-99,9;-99,9
287110;-99,9;-99,9;-99,9;-99,9;-99,9
287111;-99,9;-99,9;-99,9;-99,9;-99,9
287112;-99,9;-99,9;-99,9;-99,9;-99,9
287113;-99,9;-99,9;-99,9;-99,9;-99,9
287114;-99,9;-99,9;-99,9;-99,9;-99,9
287115;-99,9;-99,9;-99,9;-99,9;-99,9
287116;-99,9;-99,9;-99,9;-99,9;-99,9
287117;-99,9;-99,9;-99,9;-99,9;-99,9
287118;-99,9;-99,9;-99,9;-99,9;-99,9
287119;-99,9;-99,9;-99,9;-99,9;-99,9
287120;-99,9;-99,9;-99,9;-99,9;-99,9
287121;-99,9;-99,9;-99,9;-99,9;-99,9
287122;-99,9;-99,9;-99,9;-99,9;-99,9
287123;-99,9;-99,9;-99,9;-99,9;-99,9
287124;-99,9;-99,9;-99,9;-99,9;-99,9
287125;-99,9;-99,9;-99,9;-99,9;-99,9
287126;-99,9;-99,9;-99,9;-99,9;-99,9
287127;-99,9;-99,9;-99,9;-99,9;-99,9
287128;-99,9;-99,9;-99,9;-99,9;-99,9
287129;-99,9;-99,9;-99,9;-99,9;-99,9
287130;-99,9;-99,9;-99,9;-99,9;-99,9
287131;-99,9;-99,9;-99,9;-99,9;-99,9
287132;-99,9;-99,9;-99,9;-99,9;-99,9
287133;-99,9;-99,9;-99,9;-99,9;-99,9
287134;-99,9;-99,9;-99,9;-99,9;-99,9
287135;-99,9;-99,9;-99,9;-99,9;-99,9
287136;-99,9;-99,9;-99,9;-99,9;-99,9
287137;-99,9;-99,9;-99,9;-99,9;-99,9
287138;-99,9;-99,9;-99,9;-99,9;-99,9
287139;-99,9;-99,9;-99,9;-99,9;-99,9
287140;-99,9;-99,9;-99,9;-99,9;-99,9
287141;-99,9;-99,9;-99,9;-99,9;-99,9
287142;-99,9;-99,9;-99,9;-99,9;-99,9
287143;-99,9;-99,9;-99,9;-99,9;-99,9
287144;-99,9;-99,9;-99,9;-99,9;-99,9
287145;-99,9;-99,9;-99,9;-99,9;-99,9
287146;-99,9;-99,9;-99,9;-99,9;-99,9
287147;-99,9;-99,9;-99,9;-99,9;-99,9
287148;-99,9;-99,9;-99,9;-99,9;-99,9
287149;-99,9;-99,9;-99,9;-99,9;-99,9
287150;-99,9;-99,9;-99,9;-99,9;-99,9
287151;-99,9;-99,9;-99,9;-99,9;-99,9
287152;-99,9;-99,9;-99,9;-99,9;-99,9
287153;-99,9;-99,9;-99,9;-99,9;-99,9
287154;-99,9;-99,9;-99,9;-99,9;-99,9
287155;-99,9;-99,9;-99,9;-99,9;-99,9
287156;-99,9;-99,9;-99,9;-99,9;-99,9
287157;-99,9;-99,9;-99,9;-99,9;-99,9
287158;-99,9;-99,9;-99,9;-99,9;-99,9
287159;-99,9;-99,9;-99,9;-99,9;-99,9
287160;-99,9;-99,9;-99,9;-99,9;-99,9
287161;-99,9;-99,9;-99,9;-99,9;-99,9
287162;-99,9;-99,9;-99,9;-99,9;-99,9
287163;-99,9;-99,9;-99,9;-99,9;-99,9
287164;-99,9;-99,9;-99,9;-99,9;-99,9
287165;-99,9;-99,9;-99,9;-99,9;-99,9
287166;-99,9;-99,9;-99,9;-99,9;-99,9
287167;-99,9;-99,9;-99,9;-99,9;-99,9
287168;-99,9;-99,9;-99,9;-99,9;-99,9
287169;-99,9;-99,9;-99,9;-99,9;-99,9
287170;-99,9;-99,9;-99,9;-99,9;-99,9
287171;-99,9;-99,9;-99,9;-99,9;-99,9
287172;-99,9;-99,9;-99,9;-99,9;-99,9
287173;-99,9;-99,9;-99,9;-99,9;-99,9
287174;-99,9;-99,9;-99,9;-99,9;-99,9
287175;-99,9;-99,9;-99,9;-99,9;-99,9
287176;-99,9;-99,9;-99,9;-99,9;-99,9
287177;-99,9;-99,9;-99,9;-99,9;-99,9
287178;-99,9;-99,9;-99,9;-99,9;-99,9
287179;-99,9;-99,9;-99,9;-99,9;-99,9
287180;-99,9;-99,9;-99,9;-99,9;-99,9
287181;-99,9;-99,9;-99,9;-99,9;-99,9
287182;-99,9;-99,9;-99,9;-99,9;-99,9
287183;-99,9;-99,9;-99,9;-99,9;-99,9
287184;-99,9;-99,9;-99,9;-99,9;-99,9
287185;-99,9;-99,9;-99,9;-99,9;-99,9
287186;-99,9;-99,9;-99,9;-99,9;-99,9
287187;-99,9;-99,9;-99,9;-99,9;-99,9
287188;-99,9;-99,9;-99,9;-99,9;-99,9
287189;-99,9;-99,9;-99,9;-99,9;-99,9
287190;-99,9;-99,9;-99,9;-99,9;-99,9
287191;-99,9;-99,9;-99,9;-99,9;-99,9
287192;-99,9;-99,9;-99,9;-99,9;-99,9
287193;-99,9;-99,9;-99,9;-99,9;-99,9
287194;-99,9;-99,9;-99,9;-99,9;-99,9
287195;-99,9;-99,9;-99,9;-99,9;-99,9
287196;-99,9;-99,9;-99,9;-99,9;-99,9
287197;-99,9;-99,9;-99,9;-99,9;-99,9
287198;-99,9;-99,9;-99,9;-99,9;-99,9
287199;-99,9;-99,9;-99,9;-99,9;-99,9
287200;-99,9;-99,9;-99,9;-99,9;-99,9
287201;-99,9;-99,9;-99,9;-99,9;-99,9
287202;-99,9;-99,9;-99,9;-99,9;-99,9
287203;-99,9;-99,9;-99,9;-99,9;-99,9
287204;-99,9;-99,9;-99,9;-99,9;-99,9
287205;-99,9;-99,9;-99,9;-99,9;-99,9
287206;-99,9;-99,9;-99,9;-99,9;-99,9
287207;-99,9;-99,9;-99,9;-99,9;-99,9
287208;-99,9;-99,9;-99,9;-99,9;-99,9
287209;-99,9;-99,9;-99,9;-99,9;-99,9
287210;-99,9;-99,9;-99,9;-99,9;-99,9
287211;-99,9;-99,9;-99,9;-99,9;-99,9
287212;-99,9;-99,9;-99,9;-99,9;-99,9
287213;-99,9;-99,9;-99,9;-99,9;-99,9
287214;-99,9;-99,9;-99,9;-99,9;-99,9
287215;-99,9;-99,9;-99,9;-99,9;-99,9
287216;-99,9;-99,9;-99,9;-99,9;-99,9
287217;-99,9;-99,9;-99,9;-99,9;-99,9
287218;-99,9;-99,9;-99,9;-99,9;-99,9
287219;-99,9;-99,9;-99,9;-99,9;-99,9
287220;-99,9;-99,9;-99,9;-99,9;-99,9
287221;-99,9;-99,9;-99,9;-99,9;-99,9
287222;-99,9;-99,9;-99,9;-99,9;-99,9
287223;-99,9;-99,9;-99,9;-99,9;-99,9
287224;-99,9;-99,9;-99,9;-99,9;-99,9
287225;-99,9;-99,9;-99,9;-99,9;-99,9
287226;-99,9;-99,9;-99,9;-99,9;-99,9
287227;-99,9;-99,9;-99,9;-99,9;-99,9
287228;-99,9;-99,9;-99,9;-99,9;-99,9
287229;-99,9;-99,9;-99,9;-99,9;-99,9
287230;-99,9;-99,9;-99,9;-99,9;-99,9
287231;-99,9;-99,9;-99,9;-99,9;-99,9
287232;-99,9;-99,9;-99,9;-99,9;-99,9
287233;-99,9;-99,9;-99,9;-99,9;-99,9
287234;-99,9;-99,9;-99,9;-99,9;-99,9
287235;-99,9;-99,9;-99,9;-99,9;-99,9
287236;-99,9;-99,9;-99,9;-99,9;-99,9
287237;-99,9;-99,9;-99,9;-99,9;-99,9
287238;-99,9;-99,9;-99,9;-99,9;-99,9
287239;-99,9;-99,9;-99,9;-99,9;-99,9
287240;-99,9;-99,9;-99,9;-99,9;-99,9
287241;-99,9;-99,9;-99,9;-99,9;-99,9
287242;-99,9;-99,9;-99,9;-99,9;-99,9
287243;-99,9;-99,9;-99,9;-99,9;-99,9
287244;-99,9;-99,9;-99,9;-99,9;-99,9
287245;-99,9;-99,9;-99,9;-99,9;-99,9
287246;-99,9;-99,9;-99,9;-99,9;-99,9
287247;-99,9;-99,9;-99,9;-99,9;-99,9
287248;-99,9;-99,9;-99,9;-99,9;-99,9
287249;-99,9;-99,9;-99,9;-99,9;-99,9
287250;-99,9;-99,9;-99,9;-99,9;-99,9
287251;-99,9;-99,9;-99,9;-99,9;-99,9
287252;-99,9;-99,9;-99,9;-99,9;-99,9
287253;-99,9;-99,9;-99,9;-99,9;-99,9
287254;-99,9;-99,9;-99,9;-99,9;-99,9
287255;-99,9;-99,9;-99,9;-99,9;-99,9
287256;-99,9;-99,9;-99,9;-99,9;-99,9
287257;-99,9;-99,9;-99,9;-99,9;-99,9
287258;-99,9;-99,9;-99,9;-99,9;-99,9
287259;-99,9;-99,9;-99,9;-99,9;-99,9
287260;-99,9;-99,9;-99,9;-99,9;-99,9
287261;-99,9;-99,9;-99,9;-99,9;-99,9
287262;-99,9;-99,9;-99,9;-99,9;-99,9
287263;-99,9;-99,9;-99,9;-99,9;-99,9
287264;-99,9;-99,9;-99,9;-99,9;-99,9
287265;-99,9;-99,9;-99,9;-99,9;-99,9
287266;-99,9;-99,9;-99,9;-99,9;-99,9
287267;-99,9;-99,9;-99,9;-99,9;-99,9
287268;-99,9;-99,9;-99,9;-99,9;-99,9
287269;-99,9;-99,9;-99,9;-99,9;-99,9
287270;-99,9;-99,9;-99,9;-99,9;-99,9
287271;-99,9;-99,9;-99,9;-99,9;-99,9
287272;-99,9;-99,9;-99,9;-99,9;-99,9
287273;-99,9;-99,9;-99,9;-99,9;-99,9
287274;-99,9;-99,9;-99,9;-99,9;-99,9
287275;-99,9;-99,9;-99,9;-99,9;-99,9
287276;-99,9;-99,9;-99,9;-99,9;-99,9
287277;-99,9;-99,9;-99,9;-99,9;-99,9
287278;-99,9;-99,9;-99,9;-99,9;-99,9
287279;-99,9;-99,9;-99,9;-99,9;-99,9
287280;-99,9;-99,9;-99,9;-99,9;-99,9
287281;-99,9;-99,9;-99,9;-99,9;-99,9
287282;-99,9;-99,9;-99,9;-99,9;-99,9
